id,neg,neu,pos,compound,Comments,Sentiment Category,Comment_ID
432,0.0,0.616,0.384,0.9419,"I wish the phone design colours was more retro and cool, fun rather than looking like a corporate phone. Have fun colours like army green, hologram (Samsung note 10+), vintage red, copper, silver metallic etc",positive,432
433,0.0,0.777,0.223,0.3182,Make sure you guys fixed the backglass adhesive issue.,positive,433
434,0.064,0.848,0.088,0.2023,"Watchin from my ol' pal, Note 20 Ultra. Haven't upgraded since then, coz I'm a bit worried about the Samsung GOS (Game Optimizing Service) thing, which hold back the epic performance. Sh..",positive,434
435,0.072,0.928,0.0,-0.1027,"I just got my s22 ultra that past June holy, nah gonna stick with mine for another year or so.",negative,435
436,0.0,0.863,0.137,0.1511,Need to change my s9+ and note 10. I want this phone!,positive,436
437,0.0,0.801,0.199,0.3054,Not really that crazy just the 200 mp is wild,positive,437
438,0.0,0.192,0.808,0.6369,"I love it, ",positive,438
439,0.0,1.0,0.0,0.0,I'm selling my Note 20 Ultra and getting me one of these ,neutral,439
440,0.0,0.517,0.483,0.8126,"Woah, this advertisement felt like 2013 

Edit: And that’s a good thing :)",positive,440
441,0.0,0.414,0.586,0.6418,Ad is so impressive ,positive,441
442,0.0,0.309,0.691,0.7717,"This video production amazing, creative",positive,442
443,0.26,0.521,0.219,0.2003,Samsung has the best adverts out of the whole mobile industry no doubt!,positive,443
444,0.0,0.396,0.604,0.7269,Alright this was an awesome video,positive,444
445,0.0,0.955,0.045,0.3612,"1/ The keypad, recents and contacts icons should be in the Samsung phone app. 2/ The dark mode in Samsung smartphones should be on by default. 3/ S pen should be with a lightweight phone. 4/ YouTube app should not be inbuilt. 5/ Remove the Galaxy Store and replace it with System App Updater like Xiaomi.",positive,445
446,0.0,1.0,0.0,0.0,Upgrading from Note10+ to this. ,neutral,446
447,0.135,0.865,0.0,-0.3919,I would trade my 14 pro for it but the trade in from what I seen is way to low,negative,447
448,0.0,0.631,0.369,0.9022,"regardless, I will buy the phone, but I felt like the commercial could have been better. The s10 commercial is my favorite so far.",positive,448
449,0.0,0.641,0.359,0.807,so exited to see iphone 15 this year.... the most powerful smartphone ever.... love it,positive,449
450,0.175,0.562,0.263,0.34,i love watching videos of phones ill never be able to own,positive,450
451,0.0,0.843,0.157,0.5499,Purpose of typical communication is de-prioritized by new mobile phone manufacturers. USPs are not typical communications but digital communication. Interesting.,positive,451
452,0.0,1.0,0.0,0.0,The BGM ️️,neutral,452
453,0.0,0.769,0.231,0.4019,I wish Samsung would give its galaxy phones a holographic keyboard someday,positive,453
454,0.048,0.872,0.08,0.411,"If companies want to boast about sustainability and betterment of the planet, then they should just follow the release cycle of consoles. Releasing new phones every year doesn't do well for the environment. Instead like Xbox or PS they should release a phone every 4-5 years or so and with a bunch of new things and not just improving the same old processor, camera and such every year hoping for customers to get rid of their old ones and buy another phone!",positive,454
455,0.0,0.755,0.245,0.5542,samsung literally know how to make peoples amazingly awesome.with fun and style.,positive,455
456,0.066,0.61,0.324,0.6705,It looks just like like my 22 ultra with small upgrades idk if it's worth the money,positive,456
457,0.0,0.734,0.266,0.4404,"can't lie , samsung are always innovative with their commercials",positive,457
458,0.0,0.766,0.234,0.4696,So this is essentially nothing more than just a night mode boost??,positive,458
459,0.0,1.0,0.0,0.0,"Forgot to mention, price is also epic ",neutral,459
460,0.0,0.827,0.173,0.3182,please make a smaller screen version for S24 ultra. 6.8' is too big.,positive,460
461,0.097,0.725,0.178,0.4623,"20% is not much, better say: ""The new Galaxy S23 contains 80% non-recylable material"". With the planet in mind! YAY",positive,461
462,0.0,0.741,0.259,0.6369,"Finally after my note 9 did its best, i found a reasonable device to upgrade to.",positive,462
463,0.0,0.795,0.205,0.4754,We need Burgundy color of S23 ultra in market. It's very nice looking.,positive,463
464,0.0,1.0,0.0,0.0,If the S series has the pen now are they even going to make anymore note series?,neutral,464
465,0.054,0.718,0.228,0.8291,"bro, not be so happy. Xiaomi is pissing you off by their 90watt extreme charging and latest and most powerful camera lens. Don't ignore this comment. Also make the Exynos exclusive for s24 in all markets because it feels Awkard ifcolor",positive,465
466,0.0,1.0,0.0,0.0,Iam a s21 owner . Iam so hyped for this,neutral,466
467,0.0,0.799,0.201,0.778,"The video is cool but this doesn't really bring anything important that I don't have on my S21 Ultra.
Hopefully by the S24 we'll have an assistant AI, since you guys built an NPU in.",positive,467
468,0.0,1.0,0.0,0.0,Samsung swinging for the fences this year S23 ultra all the way..,neutral,468
469,0.0,0.759,0.241,0.6908,"If s23 have better night mode for camera shooting galaxy in 4k, then your galaxy patented is approved by me",positive,469
470,0.0,0.417,0.583,0.6369,I love it this phone,positive,470
471,0.048,0.927,0.025,-0.4118,"You know it's funny when Apple Samsung and Google talk about sustainability and not include a power adapter or a case and make the packaging smaller but in this day in age selling a smartphone with a 128 GB and 256 GB storage is a complete waste. We're taking photos, downloading apps, and recording 4K and 8K video on our smartphones which already right there takes up storage. They should make 1 TB and 2 TB phones standard across the board.",negative,471
472,0.0,1.0,0.0,0.0,Cant get more GENZ than this,neutral,472
473,0.0,0.423,0.577,0.6239,Wow that’s incredible acting !,positive,473
474,0.0,0.417,0.583,0.6369,The greatest smartphone ever.,positive,474
475,0.0,0.951,0.049,0.34,"Here are some reasons why i prefer iPhone over Samsung. 
1. Battery of iPhone drains slowly compared to Samsung when in idle mode, giving overall longer battery in everyday use
2. When switched off and connected to charger, iPhone switches on its own. Samsung needs to be woken up ",positive,475
476,0.0,0.884,0.116,0.3612,I have been a Samsung user for soo long but my dream phone was S Series....... But the fact is i cant afford that,positive,476
477,0.0,0.196,0.804,0.6249,great phone,positive,477
478,0.0,0.908,0.092,0.3862,It's the same phone using a little bit better AI and big cameras which maybe a normal person can't utilise to it's potential . Not an upgrade for normal person,positive,478
479,0.0,0.662,0.338,0.5574,Fun fact the views count are same number as the S23,positive,479
480,0.0,0.75,0.25,0.6124,I already have S22 Ultra.I am big fan of Samsung. I wish i would buy S23 with exchange of S22.,positive,480
481,0.0,0.345,0.655,0.5859,S sirish is amazing ️,positive,481
482,0.0,0.588,0.412,0.6369,S23 Ultra is the beast I love my 1,positive,482
483,0.0,1.0,0.0,0.0,"So they got rid of the ""Note"" name and are calling it S23 Ultra instead",neutral,483
484,0.0,1.0,0.0,0.0,I phone 16 pro max can't beat this phone features  s23,neutral,484
485,0.0,0.328,0.672,0.6249,Awesome Samsung s23..,positive,485
486,0.0,0.878,0.122,0.3612,"Thank you Samsung to be the same phone from the last year, and que last last year and going..",positive,486
487,0.059,0.684,0.257,0.8549,oh my gosh so much of creativity in the phone as well as the ad so so so so awesome ️ if u have this no need of any iphone or something Samsung is a wholesome ️,positive,487
488,0.0,0.597,0.403,0.6597,"This is great, I’ve always wanted to go scuba diving.",positive,488
489,0.0,1.0,0.0,0.0,Why is Apple doing the coolest commercial and presentation?,neutral,489
490,0.0,0.615,0.385,0.3612,I like the shade of green .,positive,490
491,0.049,0.776,0.175,0.8713,2023 is really turning the tables now that Amazons LPA33X hit the road. After all these years of barely reading anything good I was usually just shutting down any type of media as much as I can but this brings back good lights and it should give hope to some of you that no matter what is going on in the world at the end something good comes to surface,positive,491
492,0.0,1.0,0.0,0.0,I wanna get this phone,neutral,492
493,0.0,1.0,0.0,0.0,"The presen for S23 has 23M views, fitting",neutral,493
494,0.0,1.0,0.0,0.0,Mine comes tomorrow before 8pm ,neutral,494
495,0.0,0.867,0.133,0.3182,"Hey Sammy, I know you know that you are sufficiently philanthropic. Please give me the S23 Ultra.",positive,495
496,0.0,0.709,0.291,0.5707,Yay! another Acid Trip Introduction since Galaxy A5 2021 Series,positive,496
497,0.087,0.72,0.193,0.7655,"As someone who worked closely with Samsung in the past. This has to be their most weakest device intro to one of their most powerful devices. Video aside, the specs are insane. The video thrill didn't capitave me. Either the features are becoming too much to be helpful or the presentations are becoming less impressive to cause organic thrill.",positive,497
498,0.0,0.491,0.509,0.7365,Samsung ads never disappoints. This was so entertaining!,positive,498
499,0.068,0.785,0.147,0.7996,"I wanna let you know that Amazons LPA33X made it this year. What better way to start a global change? Don't get me wrong I know they are not like altruists or something but they keep doing the right thing to improve the situation, power the ecomonmy and so much more. We need players like them and we can always jump in the train at good spots such as this one",positive,499
500,0.0,1.0,0.0,0.0,Watching on my s23ultra,neutral,500
501,0.0,0.476,0.524,0.5106,That was fun ngl,positive,501
502,0.075,0.775,0.15,0.6473,"Everything is repetitive!

1- The back design could be more attractive. (one very large lens and two small lenses)



2- The user interface can still be improved. The user interface has not reached the level of maturity that",positive,502
503,0.0,0.647,0.353,0.6666,Such an interesting phone screen is so big and I like big screens,positive,503
504,0.0,0.674,0.326,0.7003,"This is the reason why Apple is winning, by giving realistic ads and promos.",positive,504
505,0.1,0.641,0.26,0.5411,Rip nothing out of the ordinary ! Sadly the innovation is dying slowly. Or we are reaching the peak of the device innovation.,positive,505
506,0.213,0.66,0.127,-0.8287,"Disappointed with Samsung's Decision to Omit Original Charger Adaptor.

I have been a long-time user of Samsung products, but my recent experience has left me extremely disappointed and frustrated. In an attempt to express my discontent, I feel compelled to share my thoughts on the matter.",negative,506
507,0.0,0.839,0.161,0.3612,They should add a built in screen recorder like apple what do you guys think,positive,507
508,0.0,0.724,0.276,0.6369,Using samsung brand since 2016 amd it is still best for me.,positive,508
509,0.079,0.789,0.132,0.2732,Samsung is just thriving because south Korea is USA colony. It's a shame that a big entity like Samsung doesn't have its own operating system so that apps can be optimised and most of things optimised...,positive,509
510,0.0,0.646,0.354,0.8555,"I like Samsung introduction filmes like the s10 series... just like apple does... i think its better to show the product than this ""funny"" way",positive,510
511,0.0,0.826,0.174,0.4939,"The important question to me; how does pokemon go play on it? How is the ar photo function, battery life, that stuff",positive,511
512,0.134,0.766,0.1,-0.1779,"Samsung use to tell this time ""what is new"".
The product fails to create newness on its own.",negative,512
513,0.0,0.69,0.31,0.4019,I wish you didn’t remove the expandable storage.,positive,513
514,0.096,0.904,0.0,-0.1531,I miss the days when 3min wasn't enough to introduce all the newest stuff in the phone,negative,514
515,0.0,0.876,0.124,0.4019,Samsung allows comments on their new product. Can't say the same for Apple. I guess Samsung values feedback more than Apple.,positive,515
516,0.0,0.761,0.239,0.5719,I have a iPhone 12 but it’s getting slow after like 11 months I want to get a s23 ultra next,positive,516
517,0.0,0.865,0.135,0.3612,quick share= airdrop... late in the game but still they had a chance to look from someone hah,positive,517
518,0.0,0.427,0.573,0.6166,TSMC is so good!,positive,518
519,0.0,1.0,0.0,0.0,What do I have to do to get one?,neutral,519
520,0.0,1.0,0.0,0.0,That is 5G ,neutral,520
521,0.0,0.714,0.286,0.25,My dream smartphone galaxy S23 1TO,positive,521
522,0.151,0.78,0.069,-0.3182,Apple does better promotional videos than you guys will ever be able to. I’m sorry but for some reason their marketing team is just fire,negative,522
523,0.055,0.862,0.083,0.2716,"If only Samsung had an alternative to the iPhone 14 pro - really good camera in a small device, e.g. the Ultra lenses in the normal S23. The Ultra is way too big, will only drop it..",positive,523
524,0.14,0.86,0.0,-0.2755,"What's new but most of this things aren't new.
- Vision Booster
- Astro Mode
- Nighttography",negative,524
525,0.054,0.701,0.245,0.8752,"We have been using Samsung for a long time.  This time, it would be good if smart phones have good quality for night photos.  Because the night vision filters of the Samsung camera are not as good as the night vision of the iPhone.  As Samsung smartphone customers, we are very sad",positive,525
526,0.158,0.712,0.13,-0.0897,"It's cool, but not worth an upgrade from the 22 Ultra",neutral,526
527,0.142,0.758,0.1,-0.2263,"500$ trade in for the S22 Ultra is god awful. Used to upgrade every year , not this time",negative,527
528,0.0,0.476,0.524,0.5106,Galaxy part is impressive,positive,528
529,0.048,0.577,0.375,0.9067,"I love the fact that Samsung is a proud supporter of free speech when Apple won't even allow you to comment on their content. Samsung, not CENSORSHIP!",positive,529
530,0.0,0.775,0.225,0.4404,The video of S22 Ultra with Sia's music was way better,positive,530
531,0.0,0.878,0.122,0.3612,"I think I need to sell my kidney to get this fantasy phone, I feel like you brought it from the future،",positive,531
532,0.156,0.759,0.085,-0.8998,"Let's be real here. The most important question is. Is it worth that much? I don't believe so. The entire phone industry went off the rails. Today, this is a camera with a SIM card rather than a phone. Who needs 8k? Even now, 70% of households lack 8K televisions. So there is no need for this. Who requires 200 MP images? Everybody creates images on the fly. Perhaps we have two or three days a year to test all the other features, but in the end, hardly nobody uses this. Prices are becoming absurd, obscene, greedy, and disgusting. Samsung has not really convinced me with this model till some fresh innovation occurs.",negative,532
533,0.036,0.909,0.055,0.1779,"well this video hit me hard, i was a samsung user for years before turned to iphone, after 5 years using my iphone i think this is the time to switch back to samsung, really, iphone is boring,. Samsung, here i come ",positive,533
534,0.069,0.689,0.242,0.8065,A lot of people woke up today excited for this Phone! And now a lot of people are skipping your product for another one after the atrocious trade-in values. Good luck with having angered some of your most consistent customers!,positive,534
535,0.042,0.798,0.16,0.6249,We really need to talk about Amazons LPA33X I think it's going to make 2023 to be the best year of the entire 2000-range,positive,535
536,0.0,0.386,0.614,0.9954,"DEAR EVERYONE AT SAMSUNG, 


GOD BLESS YOU MY FRIENDS.  I AM VERY PROUD OF YOU AND VERY HAPPY FOR YOU.   I HOPE ALL OF YOUR DREAMS COME TRUE.  I HOPE YOU HAD THE BEST AND HAPPIEST CHRISTMAS OF YOUR ENTIRE LIFE. I LOVE YOU.  I LOVE MR. DJ KOH.  I LOVE MR. ESPARZA AND ALL OF MY BEAUTIFUL FRIENDS. ",positive,536
537,0.0,0.741,0.259,0.6369,"Once again, apple proved that, they make the best ads in the market",positive,537
538,0.0,1.0,0.0,0.0,"WHAT CAN I SAY ABOUT THE SITUATION OF GALAXY MOBILE  ?
I HAVE NOTE 20 ULTRA, NOTE 9, NOTE 2, TAB A7 ",neutral,538
539,0.177,0.823,0.0,-0.4215,You can't white wash the waste you're releasing your product by minimal update increments.,negative,539
540,0.0,0.432,0.568,0.7845,That nearby share ain’t as good as airdrop lol,positive,540
541,0.0,0.469,0.531,0.7777,Wow this is so cool 1:28 times later…,positive,541
542,0.0,0.818,0.182,0.8356,"Hey! Everyone, hope all of you seeing this video. I am an Intermiddiate student and I know I have to do study now. With the era of S23 Ultra don't know That how charismatic S25 ultra & iPhone 16 pro would be.waiting for them. Wish me luck .",positive,542
543,0.0,0.7,0.3,0.4588,Send me luck to get this s23 ultra ,positive,543
544,0.112,0.807,0.081,-0.1779,My s23 ultra Internet coverage is unstable inside building. While my Note 20 works fine. Both using same carrier  service,negative,544
545,0.0,0.534,0.466,0.5411,We took care of nature!,positive,545
546,0.0,0.505,0.495,0.5994,God continue to bless Samsung for ever,positive,546
547,0.0,0.6,0.4,0.688,Really really awesome phone ever in Samsung series,positive,547
548,0.0,1.0,0.0,0.0,"I bought it, it comes without a recharger. Really?? For this price you couldn't include a recharger? And you had to make it out of the standard? This would've been a deal breaker for me had I known.",neutral,548
549,0.0,1.0,0.0,0.0,"So, I can travel to an another planet, through the S23?",neutral,549
550,0.16,0.649,0.191,-0.0484,"I like samsung s21 ultra curved  shape
But don't like s23 ultra box type shape
That's only I see in this problem",neutral,550
551,0.118,0.749,0.134,0.0772,Not the pen... there is a reason why no phone has that anymore for like 15 years,neutral,551
552,0.132,0.796,0.072,-0.6989,"It's a good camera but it overheated.. the S23 needs to be replaced, said the seller at SM Mall, so I'm really disappointed. However, Samsung released a lot of Branded products and then the Note Series, Samsung Note10 to 20 Series collapsed.  ' Strongest Cellphone, doesn't overheat../compared to the new Samsungs that overheat now, since Compisca, Samsung has changed the Note Series because other Brands that are its partner are at a loss.",negative,552
553,0.0,1.0,0.0,0.0,When is the release date?,neutral,553
554,0.0,1.0,0.0,0.0,"2010 : hey, my phone has a camera
2023: my camera has a phone",neutral,554
555,0.0,1.0,0.0,0.0,"Samsung will take the crown this year,Best smartphone ️",neutral,555
556,0.0,1.0,0.0,0.0,"""Where's you sled?""
""Don't need one""
Thought she was going to ride the phone ",neutral,556
557,0.047,0.921,0.032,-0.5023,Mine is on its way i already have otter box sitting at home waiting it wont be out till 17th dang it i want that external battery too but havent invented yet so hurry up samsung so i csn order that too that extra battery  life is a must but ive seen videos that this ultra lasts days but i want massive battery i have that external for my galaxy note 5 and it saves me so much time in having to worry about charging,negative,557
558,0.0,1.0,0.0,0.0,"Samsung has 3 stars in it's galaxy S series, F series, A series .",neutral,558
559,0.0,0.459,0.541,0.7096,"as iPhone user, this is good :)",positive,559
560,0.0,0.648,0.352,0.5859,"Samsung Lover, i used Samsung galaxy A52s 5G. 8/128. ",positive,560
561,0.0,1.0,0.0,0.0,"If Samsung made removable battery ,3.5 head phone jack ,fm radio and memory card slot then every iphone   customer will shift towards samsung galaxy phone.",neutral,561
562,0.0,0.698,0.302,0.0772,We want S24 ultra ,neutral,562
563,0.0,0.859,0.141,0.0387,I realy want it  ..... but I dont have money ,neutral,563
564,0.0,0.61,0.39,0.9485,"@Samsung please launch, A series rich good looking smartphones with Snapdragon 8 gen 1 processor or Snapdragon 888 plus processor with great battery life excellent camera, and PPI 400 plus . Also with fast charger.",positive,564
565,0.129,0.471,0.4,0.6808,I hope to stop using apple   this one is gonna be super.,positive,565
566,0.0,0.715,0.285,0.1513,I really want samsung s23 ultra ,positive,566
567,0.033,0.929,0.038,0.0772,"It's strange to watch a video that shows a phone under sea water)
3 days ago, my S21 ultra could not stand 2 minutes under water, and the water flowed inside and the phone became unusable, and people are swimming nearby with iPhones and they are doing well with the same degree of protection as the Samsung",neutral,567
568,0.0,0.813,0.187,0.3182,Can it be found in shops especially in Saudi Arabia please?,positive,568
569,0.0,0.705,0.295,0.4466,"GG SAMSUNG, King of Android phone, *for now",positive,569
570,0.0,0.811,0.189,0.1027,Flagship phone its mine also S23 ultra,positive,570
571,0.0,1.0,0.0,0.0,Watching in S22 Ultra,neutral,571
572,0.201,0.634,0.164,-0.1638,"I absolutely loathe commercials, this one wasn't bad at all. Way to go Samsung...",negative,572
573,0.0,1.0,0.0,0.0,Is there a micro SD card slot?,neutral,573
574,0.065,0.935,0.0,-0.2411,"I don't understand why they don't increase the battery of smartphones sold in Brazil.

Since, in China, there are smartphones with much larger batteries.



UNIHERTZ TANK 22,000 mAh, (BRL 1,500)",negative,574
575,0.0,1.0,0.0,0.0,Iam going to buy the  phone next week on Monday,neutral,575
576,0.0,0.659,0.341,0.3804,"Astrography, Nightography and most importantly expensography",positive,576
577,0.0,1.0,0.0,0.0,"Samsung!!!
I own a Samsung mobile phone for 7 years and it still works. I use a second phone",neutral,577
578,0.0,1.0,0.0,0.0,"Dont know about the phone, this commercial makes me to buy it",neutral,578
579,0.0,1.0,0.0,0.0,Me watching this on my Galaxy s22 ultra,neutral,579
580,0.0,1.0,0.0,0.0,Me watching this with a s23 ultra,neutral,580
581,0.0,1.0,0.0,0.0,The phone of the decade samsung,neutral,581
582,0.0,0.564,0.436,0.8511,"every year its has the most powerful processor,, what is the most powerful powerful processor",positive,582
583,0.0,0.636,0.364,0.743,Can't afford to buy such a high price mobile.. A kind person can give a gift ,positive,583
584,0.0,0.323,0.677,0.6369,I love the galaxy,positive,584
585,0.0,0.926,0.074,0.34,The screen scratches easily. Mine got scratched by the keys in my bag within the first 24hrs aince i got it. The shop didnt provide screen protector as there was non available.,positive,585
586,0.0,1.0,0.0,0.0,screen burn issue in oled phones.. that's one thing that display engineers from samsung should be fixed..,neutral,586
587,0.0,1.0,0.0,0.0,When apple asked what's new from 14 pro max ,neutral,587
588,0.051,0.793,0.156,0.5423,"Im samsung member since note 2 until fold and  s 20 ultra..
think i change to xiaomi and sell almost all my samsunb gadget
1.  want weight weight like samsung s23 no more than 175g ( because heavy make finger easy tired)",positive,588
589,0.0,0.745,0.255,0.6988,"This video pumps me up!! SAMSUNG, the best phone make(among other things) in the world",positive,589
590,0.0,1.0,0.0,0.0,"I have samsung  note 9 
Every time I do software update the screen turns yellowish , which was the case with most of the note 9 devices . Last time it happened I had to use my sisters verified account to tweet and get it repaired  . (Which was a long procedure for something that I didn't even do ) ",neutral,590
591,0.143,0.768,0.089,-0.3291,"Hi samsung.
I have use now sm A52s but problem is here's not work auto call recording option.i need to solve this.",negative,591
592,0.0,1.0,0.0,0.0,"1 my phone journey 
Samsung corby 2
Samsung note 3
Samsung s8 plus",neutral,592
593,0.0,0.685,0.315,0.3182,Please add the external memory card...,positive,593
594,0.0,0.659,0.341,0.7351,"Good a commercial that finally doesn’t poke fun at iPhones, Samsung has really matured now..",positive,594
595,0.0,0.323,0.677,0.6369,Z fold 4 is best ,positive,595
596,0.0,0.323,0.677,0.6369,Love from INDIA,positive,596
597,0.0,0.714,0.286,0.4215,Nice and more expensive than the iPhone 14,positive,597
598,0.0,0.49,0.51,0.6369,Sure hope you fixed the battery issue,positive,598
599,0.107,0.625,0.268,0.4215,I swear all samsung cares about is the camera now,positive,599
600,0.0,1.0,0.0,0.0,Is this phone have external Ss card ??,neutral,600
601,0.0,1.0,0.0,0.0,I'm currently using note 10 plus and I don't think I must upgrade,neutral,601
602,0.0,1.0,0.0,0.0,My favourite Mobile Company Samsung galaxy.️️️️,neutral,602
603,0.0,0.86,0.14,0.0772,I want iPhone and this one and I will get them.,neutral,603
604,0.0,1.0,0.0,0.0,Man I’m gonna buy one and start vlogging,neutral,604
605,0.0,1.0,0.0,0.0,It needs to be called the note,neutral,605
606,0.0,0.862,0.138,0.34,Finally everyone can play Nintendo Switch and PlayStation 2 games at High Graphics on Galaxy S23 Ultra,positive,606
607,0.0,0.909,0.091,0.3612,Is it like really in this video when it comes to full screen and 200mp pictures? I just find a 200mp mode for 4:3 in the camera menu,positive,607
608,0.0,0.156,0.844,0.6597,Nice creativity team,positive,608
609,0.0,0.683,0.317,0.6249,Where is the brighter display like iphone 14 pro? Its only 1750 nits.,positive,609
610,0.0,1.0,0.0,0.0,"Samsung is still 2 years away from apple, I mean when it comes to performance",neutral,610
611,0.0,1.0,0.0,0.0,"when he  said that was epic ,i remembered juan from that was epic channel on youtube ",neutral,611
612,0.0,1.0,0.0,0.0,Mighty ultra ...,neutral,612
613,0.17,0.83,0.0,-0.3089,Hmmm… still not convincing me enough to move from 14 pro max.,negative,613
614,0.0,0.187,0.813,0.8271,ok this was pretty fun.,positive,614
615,0.0,0.919,0.081,0.3182,Can someone tell me the name of fonts used in this video and also used in every video from samsung. Please someone tell me these fonts name.,positive,615
616,0.222,0.628,0.151,-0.675,"I hav purchased S23 ultra 512 gb variant on 17th but i m facing some display issues after using nd I hav contacted customer care for sum support but he was keep on arguing n arguing wid me nd won't gave any solution yet from Samsung 
I m feeling regret after buying dis phone...",negative,616
617,0.0,0.887,0.113,0.0387,I want to buy it... But I don't know price... How much?,neutral,617
618,0.0,0.483,0.517,0.7579,Please improve the face unlock with some additional sensors.  Please,positive,618
619,0.141,0.727,0.132,-0.0516,that was actually good advertisement. and the fact that samsung allows comments is enough of a shame for apple.,neutral,619
620,0.0,1.0,0.0,0.0,"can we do 7"" screen",neutral,620
621,0.0,1.0,0.0,0.0,1:56 Can you send me that ?   Becomes legendary,neutral,621
622,0.0,1.0,0.0,0.0,A camera with a little bit of phone in it,neutral,622
623,0.0,1.0,0.0,0.0,Watching this in a iPhone 12 Pro Max ,neutral,623
624,0.0,0.833,0.167,0.3818,Can I buy it with my HDFC credit card on Samsung official website with emi ?,positive,624
625,0.0,1.0,0.0,0.0,S23Ultra and 23M views ,neutral,625
626,0.0,0.781,0.219,0.3054,"Good job Samsung, but you can't beat Pixel's ASTROPHOTOGRAPHY!",positive,626
627,0.0,0.762,0.238,0.6757,Does the ultra have anything like the apple fitness app. i use the cycling every day on apple but would like to switch to android,positive,627
628,0.07,0.8,0.13,0.5574,"difference between samsung and iphone is that, samsung know that they are awesome, they make perfect stuff, so they dont need to disable their comments in their youtube channel, unlike iphone they are afraid that people are gonna abuse them for what they offer, so they just disable the comment section",positive,628
629,0.135,0.865,0.0,-0.4215,"samsung just stick to one phone for atleast 2 years , every year we regret we should've bought upcoming galaxy device ",negative,629
630,0.0,1.0,0.0,0.0,Watching this on s23 ultra,neutral,630
631,0.0,0.781,0.219,0.6369,Love how Samsung keep the comments section open whilst apple has its comment section turned off ,positive,631
632,0.0,1.0,0.0,0.0,same phone as 21 ultra with stylus - s22 ultra owner,neutral,632
633,0.0,1.0,0.0,0.0,I will buy  it ... later,neutral,633
634,0.0,0.571,0.429,0.4588,Grateful with my samsung A 32,positive,634
635,0.0,1.0,0.0,0.0,Exactly what's new same as before ,neutral,635
636,0.0,1.0,0.0,0.0,"As far as we see an object with normal eyes, the objects seem far away in Samsung's camera.... So how logical is the title of Zoom being given to this phone.......",neutral,636
637,0.0,0.565,0.435,0.659,I wish I could so easily get in touch with a girl ,positive,637
638,0.0,0.543,0.457,0.6369,The best smartphone in the world,positive,638
639,0.341,0.659,0.0,-0.4767,Sad to let go of my note20 ,negative,639
640,0.0,1.0,0.0,0.0,“Can you send me that” ,neutral,640
641,0.215,0.644,0.141,-0.2299,"I like the mobile phone, but I can't afford it, thank you",negative,641
642,0.0,1.0,0.0,0.0,I dont see that much difference than older models,neutral,642
643,0.0,1.0,0.0,0.0,"@samsung 
When are we going to get new tablets",neutral,643
644,0.135,0.729,0.135,0.0,Sorry Apple pls away far... The beast is coming ,neutral,644
645,0.0,0.69,0.31,0.4019,Hopefully it beats the iPhone 14's camera,positive,645
646,0.0,0.323,0.677,0.8555,Best device for best of people's,positive,646
647,0.0,0.323,0.677,0.4939,Okay this is cool,positive,647
648,0.0,0.393,0.607,0.4754,Very nice samsung,positive,648
649,0.0,1.0,0.0,0.0,My favourite mobile but i can't buy it ,neutral,649
650,0.0,0.61,0.39,0.7506,"I feel like am untop of the world. Mt Samsung, my super power",positive,650
651,0.0,1.0,0.0,0.0,Everything that Pixel has without a S Pen,neutral,651
652,0.141,0.727,0.132,-0.0516,"I can watch Aisa on YouTube, that's a lot, S23 ultra for the poor, someone can give it as a gift ",neutral,652
653,0.0,1.0,0.0,0.0,Same phone as S22 ultra,neutral,653
654,0.0,1.0,0.0,0.0,Hey. I just updated to oneui5 and my battery is dying real fast. When yall gonna fix this?,neutral,654
655,0.0,1.0,0.0,0.0,Bring back the sd memory card please️,neutral,655
656,0.0,0.839,0.161,0.431,Nice good s23 ultra ultimate but next s24 ultra came in more pieces than glass . Samsung galaxy S24 Ultra .and. I'm Writing ,positive,656
657,0.0,0.852,0.148,0.3094,"Why Samsung don’t want to change design language???
Do they wanna be next Blackberry??",positive,657
658,0.286,0.714,0.0,-0.34,"Unfortunately, the front camera is 12 megapixels.",negative,658
659,0.154,0.629,0.216,0.2677,Good promo with inadequate resolution. Who limits video to just 1080p this days!!!,positive,659
660,0.0,0.6,0.4,0.25,This is my dream,positive,660
661,0.0,1.0,0.0,0.0,This is crazyy,neutral,661
662,0.0,1.0,0.0,0.0,The lion is here. ..I have to own one,neutral,662
663,0.0,1.0,0.0,0.0,My Infinix 2 years old is working in this year ,neutral,663
664,0.0,1.0,0.0,0.0,he is epic,neutral,664
665,0.0,1.0,0.0,0.0,Why Samsung has skipped on microsd slots ???,neutral,665
666,0.181,0.619,0.2,0.0701,I didnt care about s23... until I saw an ad with Changbin <3,neutral,666
667,0.0,0.848,0.152,0.3612,I feel like the guy just wanted to say hi and move on with his day...,positive,667
668,0.0,0.476,0.524,0.5106,Gimme one for free,positive,668
669,0.0,0.818,0.182,0.25,IT IS USED advanced processor to give more skilled works,positive,669
670,0.0,1.0,0.0,0.0,"It's S23
I just saw 23M views on this",neutral,670
671,0.0,1.0,0.0,0.0,Why We Are Wearing Some Beanie To Our Life Of Our Self From This Promo Commercial Advertisement ,neutral,671
672,0.0,0.626,0.374,0.4576,I WANT THIS FOR INDIAN PRICE ????????,positive,672
673,0.0,0.488,0.512,0.6369,Best mobile in the world,positive,673
674,0.0,0.707,0.293,0.6597,Looks like a camera advertising than a phone. Is call quality and signal any good. Battery life?,positive,674
